audiencia_id,fecha_audiencia,comprador,mercado,n_productos,fecha_inicio,fecha_fin,cantidad_total_kwh,cantidad_total_gwh,horizonte_meses,fecha_audiencia_res,fecha_limite_oferta,adjudicatario,precio_adj_prom,precio_adj_min,precio_adj_max,cantidad_adj_gwh,n_oferentes,oferentes_lista,cobertura_pct,dias_proceso,pb_dia,pb_prom_30d,pb_min_30d,pb_max_30d,pb_std_30d,pb_trend_30d,pb_prom_60d,pb_min_60d,pb_max_60d,pb_std_60d,pb_trend_60d,pb_prom_90d,pb_min_90d,pb_max_90d,pb_std_90d,pb_trend_90d,pb_relativa_90d,pb_tendencia,spread_vs_pb_dia,spread_vs_pb_30d,spread_vs_pb_90d,mes_audiencia,año_audiencia
CP-EDQC2025-002,2025-04-28,EDEQ,Regulado,1,2025-01-07,2035-12-31,225.798886,0.000226,134,,,,,,,,,,,,109.8214,148.33,109.82,253.83,42.49,-3.0771,189.46,109.82,302.89,58.11,-2.2743,284.71,109.82,756.38,181.1,-5.6022,0.3857,bajando,,,,4.0,2025.0
CP-EDQC2025-003,2025-08-12,EDEQ,Regulado,1,2025-10-01,2035-12-31,225.79889268244892,0.000226,125,,,,,,,,,,,,201.7652,145.82,108.6,208.72,29.79,1.6673,133.63,104.3,208.72,28.51,0.9802,129.81,104.3,208.72,27.07,0.42,1.5543,subiendo,,,,8.0,2025.0
CP-EDQC2025-004,2025-09-02,EDEQ,Regulado,5,2026-01-01,2026-12-31,48.3,4.8e-05,12,,,,,,,,,,,,270.66,252.56,113.45,453.08,83.98,7.3646,196.22,108.38,453.08,84.6,3.896,168.74,104.3,453.08,79.83,2.4033,1.604,subiendo,,,,9.0,2025.0
CP-EDQC2025-005,2025-10-01,EDEQ,Regulado,8,2026-01-01,2029-12-31,63.44,6.3e-05,49,2025-10-01,2025-09-18,Epm,386.7794285714286,376.36,410.0,80.99307999999999,5.0,"Btg, Cemex Energy, Enel, Epm, Termotasajero Dos",128560444.4,0.0,308.8719,293.17,105.24,501.36,86.88,4.8799,269.23,105.24,501.36,89.12,2.7977,225.8,105.24,501.36,96.83,2.8037,1.3679,subiendo,77.9075,93.6094,160.9794,10.0,2025.0
CP-EDQC2025-006,2026-01-28,EDEQ,Regulado,1,2026-04-01,2041-12-31,378.00327599999997,0.000378,192,2026-01-28,2026-01-15,Coenersa,328.8911111111111,307.88,370.22,378.0,6.0,"Btg, Coenersa, Eptc, Isagen, Lúmina, Ungg",100000000.0,0.0,258.0162,219.95,107.17,338.68,73.62,-4.0861,247.14,107.17,437.83,81.36,-1.3475,236.87,103.04,437.83,78.0,0.1938,1.0893,bajando,70.8749,108.9411,92.0211,1.0,2026.0
CP-EDQC2026-001,2026-04-27,EDEQ,Regulado,6,2027-01-01,2032-12-31,441.080618,0.000441,73,2026-04-27,2026-04-14,Eptc,366.2,337.03,400.0,160.91323,3.0,"Epm, Eptc, Ia Energía",36488260.8,0.0,281.8421,266.03,129.57,414.31,82.64,5.1228,240.5,104.59,414.31,91.95,3.0948,208.41,104.59,414.31,91.73,2.2158,1.3523,subiendo,84.3579,100.17,157.79,4.0,2026.0
CP-EEPC2022-002,2022-10-21,EEP,Regulado,3,2023-01-01,2037-12-31,597.912,0.000598,183,2022-10-21,2022-10-07,Nitroenergy,249.39866666666668,234.97,289.98,414.212,2.0,"Esprod, Nitroenergy",69266220.7,0.0,414.2665,293.83,182.94,500.69,73.73,6.8913,273.81,127.77,500.69,77.17,2.2967,220.48,103.75,500.69,99.22,3.0586,1.8789,subiendo,-164.8678,-44.4313,28.9187,10.0,2022.0
CP-EEPC2022-003,2022-12-21,EEP,Regulado,2,2023-01-01,2037-12-31,71.212,7.1e-05,183,2022-12-21,2022-12-07,Esprod,313.06,311.49,314.63,4.768,1.0,Esprod,6715493.0,0.0,357.1352,262.35,121.96,357.14,54.13,3.3614,226.46,111.51,357.14,66.04,1.6556,249.17,111.51,500.69,75.87,-0.2445,1.4333,subiendo,-44.0752,50.71,63.89,12.0,2022.0
CP-EEPC2022-004,,,,1,2023-01-01,2037-12-31,0.672,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2022-005,,,,1,2023-01-01,2037-12-31,0.744,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2022-006,,,,1,2023-01-01,2037-12-31,0.72,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2022-007,,,,1,2023-01-01,2037-12-31,0.744,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2022-008,,,,1,2023-01-01,2037-12-31,0.72,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2022-009,,,,1,2023-01-01,2037-12-31,0.744,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2022-010,,,,1,2023-01-01,2037-12-31,0.744,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2022-011,,,,1,2023-01-01,2037-12-31,0.72,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2022-012,,,,1,2023-01-01,2037-12-31,0.744,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2022-013,,,,1,2023-01-01,2037-12-31,0.72,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2022-014,,,,1,2023-01-01,2037-12-31,0.744,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2022-015,,,,1,2023-01-01,2037-12-31,0.744,1e-06,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP-EEPC2023-001,2023-03-24,EEP,Regulado,1,2023-01-01,2034-12-31,380.262,0.00038,146,,,,,,,,,,,,329.2719,327.22,163.73,501.9,98.33,-5.236,428.02,163.73,799.9,164.97,-5.3676,415.33,163.73,799.9,154.24,-1.4775,0.7928,bajando,,,,3.0,2023.0
CP-EEPC2023-002,2023-05-31,EEP,Regulado,3,2023-01-06,2030-12-31,511.922069988605,0.000512,97,2023-05-31,2023-05-17,Nitroenergy,293.4807228915663,271.98,378.5,215.51,2.0,"Egrc, Nitroenergy",42091796.9,0.0,360.3705,569.74,189.02,836.85,214.19,11.1021,401.11,133.08,836.85,235.7,10.627,364.06,133.08,836.85,210.17,4.4841,0.9899,subiendo,-66.8898,-276.2593,-70.5793,5.0,2023.0
CP-EEPC2023-003,2023-08-11,EEP,Regulado,3,2023-01-09,2025-12-31,139.193,0.000139,36,2023-08-11,2023-07-28,Egrc,335.46153846153845,314.5,369.0,28.26678982,1.0,Egrc,20335820.0,0.0,743.8591,528.03,343.92,743.86,94.32,0.2241,539.42,295.74,888.33,120.42,-0.18,538.47,206.99,888.33,165.28,-0.8464,1.3814,estable,-408.3976,-192.5685,-203.0085,8.0,2023.0
CP-EEPC2023-004,2023-10-20,EEP,Regulado,4,2023-01-08,2037-12-31,563.2973864077301,0.000563,182,2023-10-20,2023-10-06,Nitroenergy,318.04999999999995,280.9,590.0,436.5864,1.0,Nitroenergy,77546429.8,0.0,1362.2731,1070.19,976.04,1362.27,77.18,3.9748,927.17,182.24,1362.27,278.34,11.5729,806.63,182.24,1362.27,292.97,9.1405,1.6888,subiendo,-1044.2231,-752.14,-488.58,10.0,2023.0
CP-EEPC2023-005,2023-12-20,EEP,Regulado,4,2024-01-01,2027-12-31,239.22909462773,0.000239,49,2023-12-20,2023-12-06,Esprod,361.2705882352941,323.9,383.7,65.083008538865,4.0,"Enel, Esprod, Nitroenergy, Vchc",27231384.3,0.0,533.5118,677.34,306.65,945.62,198.84,16.5573,668.24,300.07,1420.87,261.93,0.4263,801.08,300.07,1420.87,289.81,-5.5937,0.666,subiendo,-172.2412,-316.0694,-439.8094,12.0,2023.0
CP-EEPC2024-001,2024-02-15,EEP,Regulado,4,2024-01-03,2027-12-31,169.753940758118,0.00017,49,,,,,,,,,,,,595.3585,561.63,427.98,693.13,68.78,1.7562,543.68,123.28,776.42,126.92,1.5301,580.76,123.28,945.62,167.26,-0.4064,1.0251,subiendo,,,,2.0,2024.0
CP-EEPC2024-002,2024-03-08,EEP,Regulado,4,2024-01-02,2027-12-31,162.140042128118,0.000162,49,2024-03-08,2024-02-27,Epm,325.15999999999997,315.79,387.96,141.216477598118,4.0,"Enel, Epm, Nitroenergy, Termotasajero",87170665.2,0.0,541.9057,541.51,427.98,614.22,43.87,-1.1618,564.74,427.98,693.13,65.4,-1.4704,572.77,123.28,945.62,145.16,-1.4964,0.9461,estable,-216.7457,-216.35,-247.61,3.0,2024.0
CP-EEPC2024-003,2024-05-06,EEP,Regulado,1,2024-01-12,2024-12-31,7.729,8e-06,12,2024-05-06,2024-04-22,Isagen,335.09,335.09,335.09,7.729,3.0,"Epm, Isagen, Vchc",96612500.0,0.0,303.7908,607.27,106.82,1096.66,381.25,-33.1424,660.65,106.82,1234.52,304.12,-4.831,621.35,106.82,1234.52,255.88,0.2272,0.4889,bajando,31.2992,-272.18,-286.26,5.0,2024.0
CP-EEPC2024-004,2024-08-27,EEP,Regulado,13,2026-01-01,2037-12-31,1064.7354480367105,0.001065,146,2024-08-27,2024-08-13,Enel,292.409,283.52,304.22,644.364,2.0,"Enel, Isagen",60503662.0,0.0,534.6435,546.9,281.61,785.19,125.29,10.2663,407.55,114.71,785.19,178.47,9.3294,370.83,114.71,785.19,158.8,4.3341,1.4417,subiendo,-242.2345,-254.491,-78.421,8.0,2024.0
CP-EEPC2024-005,2024-10-30,EEP,Regulado,13,2026-01-01,2037-12-31,1807.1988960734209,0.001807,146,2024-10-30,2024-10-17,Isagen,297.43,297.43,297.43,98.55,1.0,Isagen,5453790.8,0.0,1701.025,1684.4,1007.99,7235.16,1073.52,-20.3275,1253.57,541.52,7235.16,882.85,20.4965,1027.69,394.67,7235.16,792.48,16.3396,1.6552,bajando,-1403.595,-1386.97,-730.26,10.0,2024.0
CP-EEPC2024-006,2025-02-03,EEP,Regulado,3,2026-01-01,2037-12-31,1561.6,0.001562,146,,,,,,,,,,,,647.6935,538.26,175.31,756.38,193.07,16.7795,625.26,162.43,1087.23,243.86,-4.6939,686.27,162.43,1894.55,314.3,-5.1992,0.9438,subiendo,,,,2.0,2025.0
CP-EEPC2025-001,2025-03-03,EEP,Regulado,3,2026-01-01,2037-12-31,1561.6,0.001562,146,2025-03-03,2025-02-18,Epm,326.125,316.39,349.9,554.53,2.0,"Ducc, Epm",35501280.4,0.0,214.258,404.52,151.71,733.83,189.45,-18.7401,465.99,151.71,756.38,200.66,-3.3823,554.11,151.71,1087.23,251.91,-5.58,0.3867,bajando,111.867,-78.395,-227.985,3.0,2025.0
CP-EEPC2025-002,2025-04-21,EEP,Regulado,3,2026-01-01,2032-12-31,337.509,0.000338,85,,,,,,,,,,,,111.2606,172.58,110.61,302.89,58.15,-4.7944,202.11,110.61,302.89,56.72,-2.0027,329.64,110.61,756.38,207.95,-6.7585,0.3375,bajando,,,,4.0,2025.0
CP-EEPC2025-003,2025-05-16,EEP,Regulado,3,2026-01-01,2032-12-31,131.853006,0.000132,85,,,,,,,,,,,,110.6918,122.23,105.47,186.74,22.09,0.325,158.79,105.47,302.89,56.9,-2.3444,186.97,105.47,445.66,69.57,-2.037,0.592,estable,,,,5.0,2025.0
CP-EEPC2025-004,2025-06-17,EEP,Regulado,3,2026-01-01,2028-12-31,248.2,0.000248,36,2025-06-17,2025-06-04,Ducg,374.93666666666667,359.0,382.5,187.5,4.0,"Ducg, Epm, Esprod, Termotasajero Dos",75604838.7,0.0,105.3875,119.36,105.39,174.14,20.9,-1.2549,120.71,105.39,186.74,21.56,-0.2009,142.91,105.39,302.89,49.33,-1.2192,0.7374,estable,269.5492,255.5767,232.0267,6.0,2025.0
CP-EEPC2025-005,2025-08-08,EEP,Regulado,2,2026-01-01,2026-12-31,95.881,9.6e-05,12,2025-08-08,2025-07-25,Esprod,379.375,377.5,380.5,54.824,6.0,"Aes, Celsia, Eptc, Esprod, Santa Fe, Termotasajero Dos",57108333.3,0.0,167.1129,145.88,108.6,208.72,27.98,1.1846,130.88,104.3,208.72,26.94,0.9718,129.19,104.3,208.72,26.55,0.324,1.2935,estable,212.2621,233.495,250.185,8.0,2025.0
CP-EEPC2025-006,2025-10-10,EEP,Regulado,3,2026-01-01,2026-12-31,95.963,9.6e-05,12,2025-10-10,2025-09-29,Merc,373.0,373.0,373.0,23.803,4.0,"Bia, Eptc, Isagen, Merc",24794791.7,0.0,176.2023,297.15,170.27,501.36,77.56,-1.7671,282.43,105.24,501.36,76.64,0.4603,236.21,105.24,501.36,92.53,2.231,0.746,bajando,196.7977,75.85,136.79,10.0,2025.0
CP-EEPC2025-007,2025-11-24,EEP,Regulado,7,2026-01-01,2026-12-31,74.294,7.4e-05,12,,,,,,,,,,,,251.9838,198.22,103.04,347.04,73.83,5.5446,210.12,103.04,501.36,87.9,-1.0152,236.61,103.04,501.36,93.17,-1.4715,1.065,subiendo,,,,11.0,2025.0
CP-EEPC2025-008,2025-12-26,EEP,Regulado,1,2026-01-01,2040-12-31,573.6,0.000574,183,2025-12-26,2025-12-12,Nitroenergy,354.0233333333333,319.89,399.89,0.0,2.0,"Eptg, Nitroenergy",0.0,0.0,253.2482,272.32,136.07,437.83,79.46,4.476,238.73,103.04,437.83,82.38,2.8406,225.0,103.04,437.83,81.4,1.2031,1.1255,subiendo,100.7751,81.7033,129.0233,12.0,2025.0
CP-EEPC2026-001,2026-05-06,EEP,Regulado,2,2027-01-01,2040-12-31,1255.04,0.001255,170,2026-05-06,2026-04-22,Esprod,408.8,403.7,413.9,45.99,1.0,Esprod,3664541.8,0.0,,296.59,203.02,414.31,62.13,-2.6072,260.17,107.22,414.31,79.95,1.5133,210.19,104.59,414.31,93.6,2.6792,,bajando,,112.21,198.61,5.0,2026.0
CP-EGVC2024-002,2025-01-03,ENERGUAVIARE,Regulado,6,2025-01-01,2030-12-31,703.80667998,0.000704,73,,,,,,,,,,,,507.1388,717.23,162.43,1087.23,256.69,-19.795,789.01,162.43,2365.89,393.07,-10.9682,1075.18,162.43,2459.14,574.93,-14.8463,0.4717,bajando,,,,1.0,2025.0
CP-EGVC2025-001,2025-02-19,ENERGUAVIARE,Regulado,3,2025-01-01,2031-12-31,819.2258054,0.000819,85,2025-02-19,2025-02-06,Eycg,435.6954545454546,390.0,494.1,386.06528798,2.0,"Ducc, Eycg",47138618.8,0.0,229.8213,590.96,229.82,756.38,152.02,-13.4983,522.71,162.43,950.74,192.5,1.0289,598.79,162.43,1087.23,222.86,-2.3719,0.3838,bajando,205.8742,-155.2645,-163.0945,2.0,2025.0
CP-EGVC2025-002,2025-06-03,ENERGUAVIARE,Regulado,1,2025-07-01,2031-12-31,356.453513,0.000356,79,,,,,,,,,,,,108.6279,126.54,105.47,186.74,25.96,-0.1407,128.21,105.47,230.2,28.08,-0.3147,162.1,105.47,302.89,57.62,-1.5991,0.6701,estable,,,,6.0,2025.0
CP-EGVC2025-003,2025-07-11,ENERGUAVIARE,Regulado,1,2025-08-01,2031-12-01,372.5531175214524,0.000373,77,2025-07-11,2025-06-18,Enerxia,367.23468208092487,330.0,394.9,268.734,2.0,"Aesp, Enerxia",72046648.8,0.0,141.2294,120.23,104.3,181.71,20.84,1.2811,123.15,104.3,186.74,23.29,-0.1741,121.14,104.3,186.74,21.17,0.0216,1.1658,estable,226.0053,247.0047,246.0947,7.0,2025.0
CP-EMEC2022-001,2023-01-03,EMEE,Regulado,1,2023-01-02,2025-12-31,45.309648,4.5e-05,36,,,,,,,,,,,,531.0306,355.31,212.55,531.03,107.02,11.0338,277.15,111.51,531.03,119.97,6.0078,283.2,111.51,531.03,108.59,1.3744,1.8751,subiendo,,,,1.0,2023.0
CP-EMEC2025-001,2025-04-02,EMEE,Regulado,1,2025-01-01,2027-12-31,22.58,2.3e-05,36,,,,,,,,,,,,214.2427,231.69,160.63,302.89,36.5,-0.1612,319.81,151.71,733.83,161.7,-6.7288,388.94,151.71,756.38,198.72,-4.4351,0.5508,estable,,,,4.0,2025.0
CP-EMEC2025-002,2025-12-03,EMEE,Regulado,1,2026-01-01,2030-12-31,43.8,4.4e-05,61,,,,,,,,,,,,230.442,234.9,103.62,347.04,55.29,2.0383,195.89,103.04,347.04,64.59,1.7726,227.94,103.04,501.36,85.78,-0.6813,1.011,subiendo,,,,12.0,2025.0
CP-EMEC2026-001,2026-04-08,EMEE(POPAYAN),Regulado,1,2026-06-01,2028-12-31,34.11360254,3.4e-05,31,2026-04-08,2026-03-24,Emeg,300.0,300.0,300.0,34.11360254,1.0,Emeg,100334125.1,0.0,301.6071,240.21,108.36,357.36,74.55,-1.3253,179.76,104.59,357.36,81.49,2.822,178.23,104.59,357.36,71.38,0.9438,1.6922,estable,-1.6071,59.79,121.77,4.0,2026.0
CP-EMIC2022-002,2022-11-11,EMCALI,Regulado,5,2023-01-01,2036-12-31,2671.488,0.002671,170,2022-11-11,2022-10-29,Envc,283.23206896551727,264.67,299.94,459.5997,4.0,"Coenersa, Envc, Isagen, Nitroenergy",17207027.3,0.0,165.878,257.98,114.21,500.69,94.22,-7.869,266.44,114.21,500.69,80.02,-1.4197,243.18,107.63,500.69,84.83,0.7714,0.6821,bajando,117.3541,25.2521,40.0521,11.0,2022.0
CP-EMIC2023-001,2023-06-15,EMCALI,Regulado,3,2024-01-01,2026-12-31,1304.6299999999999,0.001305,36,,,,,,,,,,,,363.4437,494.61,206.99,836.85,232.18,-22.1117,432.87,186.79,836.85,209.06,1.7783,355.31,133.08,836.85,206.76,3.87,1.0229,bajando,,,,6.0,2023.0
CP-EMIC2024-001,2024-07-11,EMCALI,No Regulado,1,2025-01-01,2040-12-31,1732.5629999999999,0.001733,195,,,,,,,,,,,,331.8693,240.45,114.71,371.27,67.34,-4.5559,274.22,114.71,472.26,86.14,-1.7806,348.24,106.82,1096.66,247.83,-5.0492,0.953,bajando,,,,7.0,2024.0
CP-EMIC2024-002,2024-07-12,EMCALI,Regulado,3,2025-01-01,2028-12-31,3740.2360333660495,0.00374,49,2024-07-12,2024-06-28,Isagen,324.36,322.54,326.18,206.98015123706676,2.0,"Isagen, Nova Energy",5534228.6,0.0,296.474,240.16,114.71,371.27,67.07,-3.7985,276.77,114.71,472.26,84.41,-1.9638,340.11,106.82,1096.66,236.9,-4.5823,0.8717,bajando,27.886,84.2,-15.75,7.0,2024.0
CP-EMIC2024-003,2024-10-10,EMCALI,Regulado,4,2025-01-01,2028-12-31,2947.3386322474557,0.002947,49,2024-10-10,2024-09-27,Ceo,368.64000000000004,328.36,408.92,175.67777064,2.0,"Ceo, Isagen",5961240.9,0.0,1256.6804,1241.3,762.26,7235.16,1137.81,34.7058,935.66,394.67,7235.16,865.58,19.9839,754.14,230.13,7235.16,754.94,14.3731,1.6664,subiendo,-888.0404,-872.66,-385.5,10.0,2024.0
CP-EMIC2024-004,2024-12-03,EMCALI,Regulado,4,2025-01-01,2028-12-31,2396.98520005,0.002397,49,,,,,,,,,,,,731.2093,914.67,225.83,2459.14,560.77,-46.1225,1261.97,225.83,2459.14,602.22,-20.1807,1206.55,225.83,7235.16,831.16,-1.9059,0.606,bajando,,,,12.0,2024.0
CP-EMIC2025-001,2025-05-12,EMCALI,Regulado,2,2025-01-01,2025-12-31,215.99200000000002,0.000216,12,2025-05-12,2025-04-28,Btg,343.34375,300.0,365.0,225.833,12.0,"Ampc, Btg, Depi, Dtec, Ducc, Esprod, Eycc, Furesas, Generarco, Nitroenergy, Proenergy, Soul Energy",104552314.8,0.0,155.4119,118.3,105.47,159.21,16.8,-0.1357,165.09,105.47,302.89,59.9,-2.7528,202.86,105.47,610.18,96.43,-2.7983,0.7661,estable,187.9318,225.0438,140.4837,5.0,2025.0
CP-EMIC2025-002,2025-08-04,EMCALI,Regulado,6,2026-01-01,2032-12-31,7536.095858000001,0.007536,85,2025-08-04,2025-07-22,Nmrg,406.98,394.98,419.98,561.2,1.0,Nmrg,7446921.4,0.0,162.208,138.76,108.38,183.33,24.77,0.7215,126.14,104.3,183.33,23.36,0.772,126.51,104.3,186.74,24.15,0.1955,1.2822,estable,244.772,268.22,280.47,8.0,2025.0
CP-EMIC2025-003,2025-11-24,EMCALI,Regulado,12,2026-01-01,2032-12-31,7454.4,0.007454,85,2025-11-24,2025-11-10,Nitroenergy,400.815625,369.99,432.96,4470.599999999999,9.0,"Btg, Depi, Eptc, Furesas, Generarco, Nitroenergy, Proenergy, Santa Fe, Termotasajero",59975851.9,0.0,251.9838,198.22,103.04,347.04,73.83,5.5446,210.12,103.04,501.36,87.9,-1.0152,236.61,103.04,501.36,93.17,-1.4715,1.065,subiendo,148.8318,202.5956,164.2056,11.0,2025.0
CP-EMPC2022-001,2022-10-20,EMSERPUCAR,Regulado,2,2023-01-01,2024-12-31,36.3,3.6e-05,24,,,,,,,,,,,,447.6231,289.25,182.94,500.69,70.33,6.2438,268.79,107.71,500.69,77.85,2.3299,217.06,103.5,500.69,97.82,3.0005,2.0622,subiendo,,,,10.0,2022.0
CP-EMPC2022-002,2023-01-25,EMSERPUCAR,Regulado,1,2023-01-01,2026-12-31,53.720887,5.4e-05,49,2023-01-25,2023-01-12,Ciec,318.5475,307.72,342.0,50.07347,2.0,"Ciec, Nova Energy",92728648.1,0.0,277.9081,374.46,194.94,560.91,131.85,-12.4312,336.84,194.94,560.91,108.94,0.694,282.71,111.51,560.91,119.97,2.5309,0.983,bajando,40.6394,-55.9125,35.8375,1.0,2023.0
CP-EMSC2023-001,2023-03-12,EMSA,Regulado,5,2023-01-05,2032-12-31,4374.264551,0.004374,122,2023-03-12,2023-03-01,Proenergy,280.524375,239.36,303.8,3172.12776,5.0,"Coenersa, Enel, Esprod, Nitroenergy, Proenergy",72522353.9,0.0,287.9146,432.25,287.91,604.86,92.75,-6.2329,430.58,194.94,799.9,162.01,1.576,424.89,194.94,799.9,144.27,1.0573,0.6776,bajando,-7.3902,-151.7256,-144.3656,3.0,2023.0
CP-EMSC2023-002,2023-07-26,EMSA,Regulado,3,2024-01-01,2038-12-31,1697.972667,0.001698,183,2023-07-26,2023-07-13,Isagen,282.575,263.55,319.94,725.5008,4.0,"Coenersa, Isagen, Nitroenergy, Zonc",42726784.5,0.0,508.314,532.98,343.92,685.79,88.35,-4.0458,486.69,206.99,888.33,154.21,3.4157,505.83,186.79,888.33,188.36,1.0902,1.0049,bajando,-225.739,-250.405,-223.255,7.0,2023.0
CP-EMSC2023-003,2023-10-20,EMSA,Regulado,1,2024-01-01,2038-12-31,701.696,0.000702,183,2023-10-20,2023-10-06,Nitroenergy,365.2,360.5,368.5,701.696,1.0,Nitroenergy,99956695.2,0.0,1362.2731,1070.19,976.04,1362.27,77.18,3.9748,927.17,182.24,1362.27,278.34,11.5729,806.63,182.24,1362.27,292.97,9.1405,1.6888,subiendo,-997.0731,-704.99,-441.43,10.0,2023.0
CP-EMSC2024-001,2024-04-18,EMSA,Regulado,12,2023-01-08,2034-12-31,3054.792333962827,0.003055,146,2024-04-18,2024-04-09,Epm,316.761954674221,295.82,347.57,2804.25851352,5.0,"Epm, Esprod, Isagen, Termoeléctrica El Morro 2, Zonc",91792422.7,0.0,1039.0827,880.72,617.4,1234.52,175.81,14.1053,714.95,473.23,1234.52,212.01,10.1485,663.5,427.98,1234.52,192.24,5.4143,1.5661,subiendo,-722.3207,-563.958,-346.738,4.0,2024.0
CP-EMSC2026-001,2026-05-05,EMSA,Regulado,5,2027-01-01,2036-12-31,4388.17,0.004388,122,2026-05-05,2026-04-23,Proenergy,380.5133333333334,370.19,422.33,2853.24,4.0,"Furesas, Nitroenergy, Proenergy, Zonc",65023701.0,0.0,,290.16,129.57,414.31,69.13,-0.89,257.53,107.22,414.31,81.64,1.711,209.43,104.59,414.31,93.32,2.6394,,estable,,90.3533,171.0833,5.0,2026.0
CP-ENBC2022-001,2022-12-28,ENERBIT,Regulado,3,2023-01-01,2027-12-31,526.999986,0.000527,61,2022-12-28,2022-12-16,Isagen,277.85935483870963,250.64,315.0,245.08196099999998,5.0,"Epm, Esprod, Isagen, Proenergy, Ruitoque",46505115.9,0.0,509.2617,318.09,212.55,509.26,77.27,5.7475,246.55,111.51,509.26,95.09,4.3394,266.38,111.51,509.26,91.24,0.4925,1.9118,subiendo,-231.4023,-40.2306,11.4794,12.0,2022.0
CP-ENBC2023-001,2023-08-02,ENERBIT,Regulado,2,2023-01-09,2033-12-31,2741.8,0.002742,134,2023-08-02,2023-07-25,Isagen,270.38278688524593,252.99,305.55,880.0000000002,3.0,"Celsia, Coenersa, Isagen",32093362.5,0.0,552.4892,521.58,343.92,667.24,81.28,-2.323,500.53,206.99,888.33,145.73,2.6976,528.26,206.99,888.33,170.03,-0.3743,1.0459,bajando,-282.1064,-251.1972,-257.8772,8.0,2023.0
CP-ENBC2025-001,2025-06-13,ENERBIT,Regulado,3,2026-01-01,2037-12-31,2426.7,0.002427,146,,,,,,,,,,,,107.8552,121.6,105.63,174.14,22.13,-1.1962,121.32,105.47,186.74,21.43,-0.119,148.73,105.47,302.89,52.86,-1.3953,0.7252,estable,,,,6.0,2025.0
CP-ENBC2025-002,2025-07-22,ENERBIT,Regulado,5,2026-01-01,2039-12-31,6381.1,0.006381,170,2025-07-22,2025-07-14,Santa Fe,331.8623739495798,312.0,390.0,672.612886,7.0,"Celsia, Coenersa, Epm, Erco, Isagen, Otag, Santa Fe",10540869.6,0.0,161.1588,126.56,104.3,181.71,20.71,0.5249,120.03,104.3,181.71,19.05,0.304,122.03,104.3,186.74,21.53,0.035,1.3206,estable,170.7036,205.3024,209.8324,7.0,2025.0
CP-ENDC2023-001,2023-05-25,ENEL,Regulado,1,2023-01-06,2037-12-31,7392.492070498144,0.007392,182,,,,,,,,,,,,765.2226,526.74,186.79,836.85,242.66,24.6946,370.78,133.08,836.85,239.78,11.8138,354.65,133.08,836.85,205.28,4.0607,2.1577,subiendo,,,,5.0,2023.0
CP-ENDC2023-002,2023-08-24,ENEL,Regulado,3,2023-01-09,2037-12-31,21999.35301171886,0.021999,182,2023-08-24,2023-08-10,Nitroenergy,282.1088461538462,246.91,409.91,6841.347641521836,5.0,"Celsia, Coenersa, Enel, Isagen, Nitroenergy",31098448.3,0.0,199.1348,542.84,199.13,765.22,140.66,-0.8349,541.91,199.13,765.22,119.56,-0.6862,507.44,199.13,888.33,153.19,1.6872,0.3924,estable,82.974,-260.7312,-225.3312,8.0,2023.0
CP-ENDC2023-003,2023-11-24,ENEL,Regulado,3,2024-01-01,2038-12-31,51043.14995124892,0.051043,183,2023-11-24,2023-11-10,Esprod,332.75531531531533,264.0,690.0,14100.2,7.0,"Celsia, Enel, Esprod, Isagen, Nitroenergy, Nmrg, Vchc",27624160.0,0.0,489.018,525.78,300.07,955.6,162.5,-3.9983,814.34,300.07,1420.87,329.33,-13.7598,844.78,182.24,1420.87,306.3,-4.7384,0.5789,bajando,-156.2627,-193.0247,-512.0247,11.0,2023.0
CP-ENDC2024-001,2024-06-05,ENEL,Regulado,3,2025-01-01,2038-12-31,33490.21489019447,0.03349,170,2024-06-05,2024-05-22,Esprod,306.9971794871795,277.0,347.5,6200.505460278634,9.0,"Celsia, Enel, Epm, Esprod, Generarco, Nitroenergy, Nmrg, Termoyopal, Zonc",18514498.2,0.0,394.2041,296.67,140.94,472.26,89.25,3.9914,454.4,106.82,1096.66,318.14,-11.4609,540.58,106.82,1234.52,306.52,-6.6031,0.7292,subiendo,-87.2069,10.3272,-233.5828,6.0,2024.0
